CustomerId,Age,Employment_Type,Sector,Gender,Part_Of_UK,Income,Native_Country,Loan_Period,Loan_Amount,Other_Debt,Housing_Situation,Has_CCJ,Default
24394,73,Unemployed,N/A,Female,South East,0,UK,840,9900,0,1,0,0
24396,41,Private,Engineering,Male,West Midlands,15800,UK,240,8400,0,1,0,1
24407,56,Unemployed,N/A,Male,South East,0,UK,193,5000,0,1,0,1
24417,24,Unemployed,N/A,Female,South East,0,UK,414,12800,0,1,0,1
24436,61,Private,Engineering,Female,South East,14400,UK,456,5200,0,1,0,1
24444,36,Self-Employed,Healthcare,Female,South East,19100,UK,226,9200,0,1,0,1
24468,56,Private,Finance,Female,London,14700,UK,521,10000,0,1,0,0
24470,19,Unemployed,N/A,Female,London,0,UK,403,10000,0,1,0,1
24493,25,Private,Law,Male,South West,21300,UK,191,12000,0,1,0,1
24525,18,Private,Retail,Female,Midlands,23200,UK,141,9700,0,1,0,1
24563,39,Private,Law,Female,London,26900,UK,443,12800,0,1,0,1
24581,33,Private,Finance,Male,North West,35300,Ch,151,7900,0,1,0,1
24588,26,Private,Agriculture,Female,North West,26900,UK,556,13500,0,1,0,0
24605,26,Self-Employed,Finance,Male,North West,28100,UK,1005,12800,0,1,0,0
24614,27,Private,Engineering,Female,South East,17200,UK,515,11200,0,1,0,0
24621,24,Private,Media,Female,South East,33300,UK,580,11600,0,1,0,0
24638,38,Private,Law,Female,London,55700,UK,859,6700,0,1,0,0
24649,18,Public,Healthcare,Male,London,27900,UK,373,7400,0,1,0,1
24659,46,Private,Technology,Female,East Anglia,14500,UK,690,7000,8762,1,0,0
24671,33,Public,Military,Female,South East,30000,UK,240,10600,0,1,0,1
24672,42,Private,Finance,Female,South East,24000,UK,173,10900,0,1,0,1
24677,32,Private,Retail,Male,Scotland,36900,UK,529,11800,0,1,0,0
24680,21,Public,Military,Male,Northern Ireland,20100,UK,452,12100,0,1,0,1
24681,23,Unemployed,N/A,Female,London,0,UK,113,12700,0,1,0,1
24682,22,Unemployed,N/A,Male,South East,0,UK,349,9000,0,1,0,1
24683,30,Private,Finance,Female,South West,34600,UK,739,13000,0,1,0,0
24720,85,Private,Retail,Male,South East,17600,UK,721,9700,9641,1,0,0
24731,24,Unemployed,N/A,Male,North West,0,UK,215,13000,0,1,0,1
24736,42,Private,Retail,Female,West Midlands,13200,UK,1067,10800,0,1,0,0
24738,25,Private,Retail,Male,London,21100,UK,552,12500,0,1,0,0
24741,19,Public,Law Enforcement,Male,South West,27000,UK,910,10800,0,1,0,0
24742,25,Private,Law,Female,South East,31900,UK,503,11200,0,1,0,0
24760,70,Private,Law,Male,North West,13300,UK,723,11300,0,1,0,0
24808,26,Private,Agriculture,Male,London,25200,UK,817,9600,0,1,0,0
24812,27,Private,Technology,Male,London,28100,UK,291,7100,0,1,0,1
24832,27,Self-Employed,Technology,Male,Midlands,13400,UK,64,10000,0,1,0,1
24836,32,Volunteer,Technology,Female,London,0,UK,508,10600,0,1,0,0
24837,46,Private,Finance,Male,West Midlands,21900,UK,363,8000,0,1,0,1
24850,20,Public,Infrastructure,Male,North West,22200,UK,874,8100,0,1,0,0
24866,72,Unemployed,N/A,Male,Midlands,0,UK,757,9000,0,1,0,0
24870,26,Private,Engineering,Male,West Midlands,12200,UK,268,9500,0,1,0,1
24875,36,Volunteer,Technology,Male,South East,0,UK,329,9200,0,1,0,1
24879,22,Private,Engineering,Female,London,27400,UK,374,8800,0,1,0,1
24883,26,Private,Engineering,Male,Scotland,27100,UK,642,11700,0,1,0,0
24889,22,Unemployed,N/A,Male,Midlands,0,UK,848,14600,0,1,0,0
24897,24,Public,Healthcare,Male,Scotland,22100,UK,196,13600,0,1,0,1
24902,41,Private,Retail,Male,London,45200,UK,220,11100,0,1,0,1
24903,22,Private,Finance,Male,South East,24100,UK,633,11600,0,1,0,0
24906,25,Private,Healthcare,Male,North West,27100,UK,390,11700,0,1,0,1
24909,17,Unemployed,N/A,Female,South East,0,UK,369,10800,0,1,0,1
24912,19,Unemployed,N/A,Male,London,0,UK,442,9100,0,1,0,1
24919,38,Private,Finance,Female,London,58900,UK,46,10900,0,1,0,1
24921,33,Volunteer,Agriculture,Male,South East,0,UK,498,6900,0,1,0,1
24936,32,Public,Healthcare,Female,London,30100,UK,469,11400,0,1,0,1
24945,23,Private,Healthcare,Female,South East,32800,UK,553,6900,0,1,0,0
24948,30,Private,Media,Female,North East,32900,UK,489,8300,0,1,0,1
24954,33,Private,Engineering,Female,South East,57100,UK,883,10900,0,1,0,0
24959,35,Private,Law,Female,West Midlands,10800,UK,853,10600,0,1,0,0
24972,24,Private,Finance,Male,North West,17900,UK,554,10500,0,1,0,0
24980,26,Private,Technology,Male,London,30300,UK,12,11500,0,1,0,1
24989,21,Private,Finance,Male,London,30900,UK,374,9800,0,1,0,1
25008,25,Private,Finance,Male,South East,38300,UK,526,9000,0,1,0,0
25024,40,Private,Finance,Female,London,52600,UK,898,8800,0,1,0,0
25029,32,Private,Media,Male,South East,52900,UK,609,7000,0,1,0,0
25031,40,Public,Healthcare,Female,South West,25900,UK,528,8100,0,1,0,0
25037,27,Private,Agriculture,Male,South East,34300,UK,205,11100,0,1,0,1
25039,31,Private,Finance,Female,South East,25200,UK,986,10100,0,1,0,0
25050,71,Private,Healthcare,Male,East Anglia,7800,UK,822,8800,0,1,0,0
25056,35,Volunteer,Finance,Male,London,0,UK,0,9300,9724,1,0,1
25071,39,Private,Agriculture,Male,West Midlands,19900,UK,579,9600,0,1,0,0
25090,20,Private,Retail,Female,Midlands,22700,UK,866,9200,0,1,0,0
25111,31,Private,Technology,Female,East Anglia,11900,UK,422,12600,0,1,0,1
25147,29,Private,Engineering,Male,South East,37000,UK,677,8700,0,1,0,0
25159,35,Private,Technology,Male,South West,9900,UK,449,12000,0,1,0,1
25165,31,Private,Media,Female,West Midlands,26100,UK,364,8100,0,1,0,1
25175,25,Volunteer,Agriculture,Male,South West,0,UK,528,9600,0,1,0,0
25192,17,Private,Engineering,Male,London,28000,UK,892,10100,0,1,0,0
25198,29,Private,Media,Female,South East,28100,UK,182,9400,0,1,0,1
25204,44,Private,Media,Female,London,16600,UK,158,10200,0,1,0,1
25220,47,Private,Engineering,Male,South East,22800,UK,705,10300,0,1,0,0
25240,58,Private,Technology,Male,London,17800,UK,661,11800,0,1,0,0
25298,41,Private,Law,Male,South East,46300,UK,440,11400,0,1,0,1
25335,43,Private,Retail,Male,West Midlands,21700,UK,305,4000,0,1,0,1
25340,26,Private,Agriculture,Female,West Midlands,24900,UK,734,11400,0,1,0,0
25346,70,Private,Healthcare,Male,West Midlands,8700,UK,733,11800,0,1,0,0
25353,30,Private,Agriculture,Female,London,29900,UK,323,8000,0,1,0,1
25358,40,Volunteer,Finance,Female,South West,0,UK,324,8000,0,1,0,1
25365,32,Private,Healthcare,Female,South East,21200,UK,542,9200,0,1,0,0
25366,13,Unemployed,N/A,Female,South East,0,UK,155,7900,0,1,0,1
25368,45,Private,Engineering,Female,East Anglia,15000,UK,832,11700,0,1,0,0
25385,45,Private,Media,Female,North West,25100,UK,466,12800,0,1,0,1
25393,13,Unemployed,N/A,Male,North West,0,UK,261,8900,0,1,0,1
25396,40,Private,Media,Female,Wales,29900,UK,80,8800,0,1,0,1
25398,33,Private,Media,Male,London,20500,UK,257,8500,0,1,0,1
25417,36,Volunteer,Agriculture,Male,Midlands,0,UK,982,7000,0,1,0,0
25440,35,Private,Engineering,Male,West Midlands,27800,UK,68,8900,0,1,0,1
25441,62,Private,Retail,Female,London,17200,UK,470,10300,0,1,0,0
25459,82,Private,Technology,Male,Midlands,9600,UK,640,12300,9745,1,1,0
25501,45,Private,Healthcare,Female,South East,14500,UK,398,11200,0,1,0,1
25504,28,Private,Agriculture,Male,South East,32400,UK,126,8200,0,1,0,1
25533,34,Private,Engineering,Male,South West,37700,UK,524,6800,0,1,0,0
25534,26,Private,Healthcare,Female,North West,21000,UK,594,13100,0,1,0,0
25536,17,Private,Agriculture,Female,South West,28800,UK,109,10600,0,1,0,1
25560,29,Private,Agriculture,Male,London,28900,UK,514,6300,0,1,0,0
25563,34,Self-Employed,Education,Female,West Midlands,24700,UK,424,8200,0,1,0,1
25581,30,Private,Engineering,Male,West Midlands,11800,UK,630,10200,0,1,0,0
25589,27,Volunteer,Education,Female,North West,0,UK,387,7900,0,1,0,1
25601,48,Private,Agriculture,Male,North West,26400,UK,805,11200,0,1,0,0
25603,18,Public,Military,Male,South West,26400,UK,187,11100,0,1,0,1
25604,16,Unemployed,N/A,Female,South East,0,UK,968,9200,0,1,0,0
25611,45,Private,Healthcare,Female,West Midlands,7800,UK,344,9800,0,1,0,1
25612,30,Private,Law,Male,London,63800,UK,527,10500,0,1,0,0
25622,21,Public,Healthcare,Female,West Midlands,22700,UK,439,12600,0,1,0,1
25629,16,Private,Agriculture,Female,South East,30800,UK,231,10600,0,1,0,1
25631,35,Private,Finance,Female,London,13000,UK,332,9700,0,1,0,1
25638,22,Private,Law,Female,North West,22300,UK,327,8600,0,1,0,1
25651,55,Private,Engineering,Male,South West,15800,UK,495,12000,9834,1,0,0
25652,20,Public,Law Enforcement,Male,London,32200,UK,788,8600,0,1,0,0
25657,17,Public,Infrastructure,Male,South East,34600,UK,18,10300,0,1,0,1
25673,34,Private,Agriculture,Male,London,30400,UK,196,12300,0,1,0,1
25676,69,Private,Retail,Female,London,12800,UK,252,10400,0,1,0,1
25690,48,Private,Law,Male,Scotland,15100,Pa,311,13300,0,1,0,1
25692,30,Private,Healthcare,Female,London,43800,UK,642,12000,0,1,0,0
25699,31,Private,Technology,Male,South East,31000,UK,208,10000,0,1,0,1
25701,38,Private,Finance,Male,East Anglia,15500,UK,660,6500,0,1,0,0
25710,14,Private,Engineering,Male,South East,33500,UK,207,8700,0,1,0,1
25740,32,Volunteer,Education,Female,North West,0,UK,340,8100,0,1,0,1
25750,31,Volunteer,Healthcare,Male,West Midlands,0,UK,264,9500,0,1,0,1
25772,36,Private,Healthcare,Female,West Midlands,25100,UK,673,15100,0,1,0,0
25797,23,Public,Infrastructure,Male,North West,24700,UK,809,6600,0,1,0,0
25799,29,Private,Law,Female,North West,30500,UK,699,13400,0,1,0,0
25824,28,Private,Finance,Male,South West,27500,UK,979,6400,0,1,0,0
25829,38,Private,Healthcare,Male,North West,32700,UK,356,11900,0,1,0,1
25843,31,Private,Agriculture,Female,South East,36700,UK,755,11200,6377,1,0,0
25849,23,Private,Healthcare,Female,South West,33100,UK,404,10500,0,1,0,1
25856,29,Private,Engineering,Female,London,33500,UK,507,10400,0,1,0,0
25875,40,Private,Engineering,Female,London,26900,UK,0,7600,0,1,0,1
25876,31,Private,Engineering,Female,Northern Ireland,44400,UK,1098,10200,0,1,0,0
25877,33,Volunteer,Technology,Male,South West,0,UK,199,7500,0,1,0,1
25889,25,Private,Healthcare,Female,Midlands,20500,UK,71,9100,0,1,0,1
25898,25,Public,Healthcare,Male,West Midlands,20900,UK,573,8300,0,1,0,0
25900,39,Self-Employed,Technology,Male,Midlands,37000,UK,817,8700,0,1,0,0
25910,48,Private,Retail,Male,Midlands,18800,UK,332,9300,0,1,0,1
25916,29,Private,Media,Female,Scotland,18400,UK,430,12800,0,1,0,1
25924,33,Private,Media,Female,London,29800,UK,649,9400,0,1,0,0
25929,39,Private,Engineering,Male,South East,33600,UK,906,12100,13147,1,0,0
25953,25,Private,Engineering,Female,South East,24100,UK,404,8400,0,1,0,1
25958,71,Private,Technology,Female,Scotland,12200,UK,698,8300,0,1,0,0
25961,34,Private,Finance,Female,South East,29100,UK,347,9300,0,1,0,1
25977,47,Private,Agriculture,Male,West Midlands,29700,UK,40,10400,0,1,0,1
25983,22,Public,Law Enforcement,Male,South West,27300,UK,805,9500,0,1,0,0
25992,27,Private,Finance,Male,South East,18900,UK,577,12600,0,1,0,0
26008,23,Unemployed,N/A,Male,East Anglia,0,UK,419,10000,0,1,0,1
26016,40,Private,Agriculture,Male,South East,46200,UK,554,11100,0,1,0,0
26022,35,Private,Law,Female,North West,21400,UK,949,10800,0,1,0,0
26030,31,Private,Law,Female,Scotland,11400,UK,983,8500,0,1,0,0
26038,42,Public,Law Enforcement,Female,South East,28000,UK,815,7900,0,1,0,0
26050,50,Public,Law Enforcement,Male,South West,23600,UK,597,10000,0,1,0,0
26071,31,Private,Law,Female,West Midlands,25200,UK,642,11500,0,1,0,0
26089,28,Private,Finance,Female,London,32600,UK,704,14000,0,1,0,0
26125,47,Private,Law,Male,West Midlands,22500,UK,581,7700,0,1,0,0
26158,39,Private,Retail,Female,South East,22200,UK,616,12500,0,1,0,0
26163,19,Public,Education,Male,South West,22600,UK,380,10000,0,1,0,1
26175,22,Private,Media,Male,East Anglia,19000,UK,588,9600,0,1,0,0
26181,30,Private,Healthcare,Female,West Midlands,17800,UK,318,8500,0,1,0,1
26182,32,Private,Technology,Female,London,72600,UK,607,11500,0,1,0,0
26185,51,Public,Law Enforcement,Female,North West,23100,UK,129,13500,0,1,0,1
26193,18,Private,Finance,Male,South East,32600,UK,811,9700,0,1,0,0
26245,53,Self-Employed,Agriculture,Female,North West,15700,UK,598,10600,0,1,0,0
26249,18,Public,Healthcare,Female,North West,26600,UK,152,12900,0,1,0,1
26281,37,Private,Technology,Female,London,63500,UK,1312,6800,0,1,0,0
26295,35,Private,Healthcare,Female,South East,36900,Ca,586,11100,0,1,0,0
26298,21,Public,Education,Female,South West,26400,UK,887,9500,0,1,0,0
26308,44,Private,Agriculture,Female,London,22400,UK,1218,12400,0,1,0,0
26325,24,Private,Engineering,Male,South East,23900,UK,785,12100,0,1,0,0
26333,21,Unemployed,N/A,Male,Wales,0,UK,551,7100,0,1,0,0
26335,18,Private,Finance,Male,London,30400,UK,588,12600,0,1,0,0
26357,31,Private,Technology,Female,South East,41000,UK,629,11300,0,1,0,0
26361,29,Private,Media,Male,London,25700,UK,299,6300,0,1,0,1
26379,26,Private,Media,Male,North West,21900,UK,91,9000,0,1,0,1
26383,34,Private,Agriculture,Female,London,77700,UK,564,7600,0,1,0,0
26387,32,Volunteer,Agriculture,Male,North West,0,UK,545,10900,0,1,0,0
26409,32,Public,Healthcare,Female,East Anglia,21600,UK,443,8200,0,1,0,1
26411,34,Self-Employed,Technology,Male,North West,44700,UK,801,10600,0,1,0,0
26427,29,Private,Healthcare,Female,South East,25800,UK,507,10400,0,1,0,0
26432,37,Private,Law,Female,South West,18600,UK,606,9000,0,1,0,0
26486,14,Unemployed,N/A,Female,North West,0,UK,58,9900,0,1,0,1
26495,26,Self-Employed,Technology,Male,London,27100,UK,173,8500,0,1,0,1
26500,51,Private,Media,Female,South East,15900,UK,795,9900,10731,1,0,0
26506,22,Public,Infrastructure,Female,South East,33400,UK,345,10300,0,1,0,1
26507,20,Unemployed,N/A,Male,South East,0,UK,957,12300,0,1,2,0
26511,17,Private,Media,Female,East Anglia,19800,UK,493,9600,0,1,0,1
26514,29,Private,Healthcare,Male,London,25400,UK,743,9000,0,1,0,0
26524,45,Private,Law,Female,Midlands,11400,UK,199,10600,0,1,0,1
26543,30,Private,Media,Female,London,23900,UK,621,11700,0,1,0,0
26544,23,Public,Infrastructure,Female,South East,30300,UK,700,12700,0,1,0,0
26561,45,Private,Technology,Female,South East,77400,UK,662,11800,0,1,0,0
26564,14,Unemployed,N/A,Male,South West,0,UK,811,11300,0,1,0,0
26588,32,Private,Engineering,Male,North West,27500,UK,534,9000,0,1,0,0
26608,30,Public,Law Enforcement,Female,North West,27400,UK,701,14100,0,1,0,0
26615,32,Private,Law,Female,London,39800,UK,360,13700,0,1,0,1
26621,51,Public,Education,Male,London,29500,UK,294,10900,0,1,0,1
26622,38,Public,Infrastructure,Female,Scotland,24800,UK,582,10500,0,1,0,0
26627,17,Unemployed,N/A,Male,South West,0,UK,568,6500,0,1,0,0
26629,28,Public,Infrastructure,Male,London,31000,UK,220,7300,0,1,0,1
26636,27,Private,Retail,Male,London,25500,UK,265,6400,0,1,0,1
26689,18,Public,Education,Female,Scotland,27600,UK,401,10500,0,1,0,1
26693,41,Public,Education,Female,London,30500,UK,173,9600,0,1,0,1
26695,78,Private,Technology,Male,Midlands,5700,UK,583,11200,0,1,0,0
26702,33,Private,Retail,Male,London,25000,UK,633,10400,0,1,0,0
26705,35,Private,Agriculture,Female,West Midlands,13600,UK,327,10100,0,1,0,1
26707,36,Private,Finance,Male,North West,21600,UK,96,13600,0,1,0,1
26733,23,Unemployed,N/A,Male,South East,0,UK,618,9900,0,1,0,0
26737,20,Public,Infrastructure,Female,South East,34700,UK,153,9300,0,1,0,1
26747,34,Private,Healthcare,Male,North West,24900,UK,812,10100,0,1,0,0
26772,26,Private,Healthcare,Male,South East,30800,UK,314,11800,0,1,0,1
26774,31,Private,Law,Male,East Anglia,20700,UK,32,9500,0,1,0,1
26780,23,Public,Law Enforcement,Female,South East,28200,UK,34,9100,0,1,0,1
26791,48,Private,Healthcare,Male,Midlands,19300,UK,460,10200,0,1,0,1
26802,31,Private,Media,Male,North West,19300,UK,467,8000,0,1,0,1
26812,22,Public,Education,Male,South East,30700,UK,493,8500,0,1,0,1
26828,40,Private,Healthcare,Female,West Midlands,25200,UK,5,11400,0,1,0,1
26843,20,Unemployed,N/A,Female,North West,0,UK,581,9300,0,1,0,0
26844,53,Private,Finance,Male,Scotland,12300,UK,579,12300,0,1,0,0
26847,15,Unemployed,N/A,Male,East Anglia,0,UK,500,6400,0,1,0,1
26849,31,Private,Media,Female,South East,41400,UK,985,6900,0,1,0,0
26868,30,Private,Technology,Female,South East,17500,UK,392,11200,0,1,0,1
26879,33,Private,Law,Male,West Midlands,18700,UK,71,6800,0,1,0,1
26891,29,Private,Technology,Male,Midlands,26300,UK,319,10700,0,1,0,1
26892,44,Private,Healthcare,Female,South West,25300,UK,311,9700,0,1,0,1
26916,46,Public,Education,Male,London,29500,UK,324,10700,0,1,0,1
26925,16,Unemployed,N/A,Male,South East,0,UK,298,10900,0,1,0,1
26951,20,Unemployed,N/A,Female,East Anglia,0,UK,202,10400,0,1,0,1
26954,42,Private,Media,Female,Scotland,49100,UK,922,9100,0,1,0,0
26959,48,Private,Law,Male,Midlands,27500,UK,121,13500,0,1,0,1
26962,30,Private,Agriculture,Male,East Anglia,27900,UK,547,9300,0,1,0,0
26963,29,Private,Technology,Female,Midlands,24900,UK,335,11400,0,1,0,1
26973,27,Private,Engineering,Female,South East,26900,UK,803,8300,0,1,0,0
26979,32,Self-Employed,Education,Female,South East,29500,UK,79,10500,0,1,0,1
26993,48,Private,Finance,Male,Midlands,55900,UK,425,10800,0,1,0,1
27007,47,Private,Engineering,Male,North West,11300,UK,971,9900,0,1,0,0
27011,24,Unemployed,N/A,Female,East Anglia,0,UK,543,11100,0,1,0,0
27016,27,Private,Agriculture,Female,North West,29100,UK,303,9400,0,1,0,1
27055,20,Private,Technology,Male,North West,27500,UK,686,11300,0,1,0,0
27056,23,Public,Education,Male,South East,30800,UK,701,12200,0,1,0,0
27057,38,Self-Employed,Agriculture,Male,South East,35600,UK,103,7700,0,1,0,1
27059,25,Public,Education,Female,Midlands,17900,UK,77,11100,0,1,0,1
27085,37,Private,Healthcare,Female,West Midlands,13700,UK,246,10100,0,1,0,1
27086,24,Private,Finance,Male,North West,31100,UK,427,8800,0,1,0,1
27099,20,Private,Technology,Female,London,29200,UK,926,10000,0,1,0,0
27108,24,Unemployed,N/A,Male,Scotland,0,UK,214,6700,0,1,0,1
27110,24,Unemployed,N/A,Female,South East,0,UK,483,9000,0,1,0,1
27112,29,Private,Technology,Male,London,42400,UK,801,9300,0,1,0,0
27115,21,Unemployed,N/A,Female,South East,0,UK,134,7700,0,1,0,1
27118,40,Private,Law,Male,South East,29400,UK,810,10500,0,1,0,0
27139,29,Private,Agriculture,Male,South East,33900,UK,394,9300,0,1,0,1
27144,26,Private,Engineering,Male,North West,26300,UK,607,11300,0,1,0,0
27166,53,Private,Media,Female,South East,14400,UK,322,13500,0,1,0,1
27168,62,Private,Technology,Female,Midlands,10700,UK,608,13200,0,1,0,0
27171,39,Private,Finance,Male,London,26900,UK,80,9800,0,1,0,1
27215,21,Public,Education,Male,North West,27500,UK,403,10800,0,1,0,1
27246,30,Private,Retail,Male,South East,47400,UK,883,11100,0,1,0,0
27253,24,Unemployed,N/A,Male,London,0,UK,1040,11200,0,1,0,0
27255,34,Private,Healthcare,Male,Midlands,37200,UK,761,10300,0,1,0,0
27261,20,Unemployed,N/A,Male,South West,0,UK,860,10300,0,1,0,0
27280,42,Private,Engineering,Female,North West,19700,UK,312,9400,0,1,0,1
27300,45,Private,Finance,Male,South East,23800,UK,155,10500,0,1,0,1
27304,21,Private,Agriculture,Male,South East,28000,UK,481,9600,0,1,0,1
27318,21,Unemployed,N/A,Female,South East,0,UK,24,10400,0,1,0,1
27323,29,Private,Law,Male,South East,32100,UK,206,10700,0,1,0,1
27326,10,Unemployed,N/A,Female,London,0,UK,603,13900,0,1,0,0
27329,43,Private,Technology,Male,South East,42800,UK,498,11900,0,1,0,0
27348,22,Unemployed,N/A,Female,South East,0,UK,284,9300,0,1,0,1
27353,26,Private,Technology,Male,West Midlands,19400,UK,516,10500,0,1,0,0
27363,33,Volunteer,Education,Male,South East,0,UK,114,10700,0,1,0,1
27380,26,Private,Technology,Female,South East,28000,UK,501,8600,0,1,0,0
27403,27,Private,Healthcare,Male,South West,25400,UK,232,12400,0,1,0,1
27414,16,Private,Agriculture,Male,Scotland,28200,UK,976,9700,0,1,0,0
27438,31,Private,Retail,Male,London,23900,UK,374,12900,0,1,0,1
27445,31,Private,Finance,Male,South East,26500,UK,219,12300,0,1,0,1
27447,26,Private,Healthcare,Female,South West,25400,UK,504,10600,0,1,0,1
27460,33,Private,Healthcare,Female,South East,20700,UK,361,10500,0,1,0,1
27462,30,Private,Healthcare,Male,West Midlands,17300,UK,543,11000,0,1,0,0
27480,44,Private,Healthcare,Male,Northern Ireland,14200,UK,700,9900,0,1,0,0
27486,34,Self-Employed,Finance,Female,London,21600,UK,404,12800,0,1,0,1
27487,37,Private,Healthcare,Male,West Midlands,14100,UK,99,8900,0,1,0,1
27497,50,Private,Finance,Male,South East,14900,UK,694,9100,0,1,0,0
27500,28,Private,Engineering,Female,South East,21100,UK,560,8300,0,1,0,0
27502,19,Unemployed,N/A,Male,London,0,UK,397,9300,0,1,0,1
27525,41,Private,Technology,Male,West Midlands,12300,UK,732,9900,0,1,0,0
27546,39,Private,Technology,Male,Northern Ireland,37100,UK,901,12300,0,1,0,0
27552,8,Unemployed,N/A,Female,South West,0,UK,761,11500,0,1,0,0
27560,37,Self-Employed,Education,Male,North West,15900,UK,302,10000,0,1,0,1
27564,46,Private,Engineering,Male,North East,25800,UK,182,12200,0,1,0,1
27565,19,Private,Technology,Female,London,21300,UK,610,9300,0,1,0,0
27567,38,Volunteer,Agriculture,Female,London,0,UK,343,12000,2721,1,0,1
27569,36,Self-Employed,Healthcare,Male,South West,30200,UK,541,13900,0,1,0,0
27578,24,Public,Law Enforcement,Male,West Midlands,21900,UK,705,9600,0,1,0,0
27598,66,Private,Finance,Female,South West,15100,UK,408,8500,0,1,0,1
27604,28,Private,Healthcare,Female,South West,25800,UK,657,13600,0,1,0,0
27609,19,Unemployed,N/A,Male,Midlands,0,UK,233,12500,0,1,0,1
27618,32,Volunteer,Education,Male,North East,0,UK,443,11500,0,1,0,1
27626,37,Private,Media,Male,London,34900,UK,521,9800,0,1,0,0
27644,37,Private,Healthcare,Male,London,22700,UK,269,11000,0,1,0,1
27666,24,Public,Infrastructure,Male,South East,27900,UK,197,11900,0,1,0,1
27686,59,Private,Engineering,Female,South East,14800,UK,30,11500,0,1,0,1
27687,28,Private,Retail,Male,South East,23700,UK,239,11100,11628,1,0,1
27692,52,Private,Healthcare,Female,North West,15100,UK,885,7800,0,1,0,0
27695,16,Private,Law,Female,South East,29900,UK,713,9900,0,1,0,0
27700,17,Private,Media,Male,West Midlands,22600,UK,406,8700,0,1,0,1
27701,16,Public,Law Enforcement,Female,London,30300,UK,139,11600,0,1,0,1
27703,83,Private,Media,Male,Scotland,12000,UK,335,10800,0,1,0,1
27705,27,Private,Retail,Male,London,21000,UK,629,12100,0,1,0,0
27707,33,Public,Education,Female,South East,29200,UK,636,6900,0,1,0,0
27709,22,Unemployed,N/A,Female,North East,0,UK,490,12900,0,1,0,1
27715,30,Private,Media,Male,South East,38200,UK,243,12100,0,1,0,1
27725,24,Unemployed,N/A,Male,South East,0,UK,706,9400,0,1,0,0
27730,12,Unemployed,N/A,Female,London,0,UK,501,11000,0,1,0,1
27731,22,Private,Technology,Female,South East,28000,UK,961,7500,0,1,0,0
27738,32,Private,Technology,Female,West Midlands,14900,UK,226,10400,0,1,0,1
27759,37,Private,Agriculture,Female,South East,20800,UK,139,11000,0,1,0,1
27769,33,Private,Retail,Male,South East,38200,UK,488,8200,0,1,0,0
27783,45,Private,Finance,Male,South East,42600,UK,355,10900,0,1,0,1
27784,26,Volunteer,Technology,Male,East Anglia,0,UK,352,8300,0,1,0,1
27804,35,Private,Law,Male,North West,26600,UK,547,7500,0,1,0,0
27810,26,Private,Technology,Male,West Midlands,29100,Ot,286,12400,0,1,0,1
27813,36,Private,Retail,Male,Wales,17400,UK,418,10300,0,1,0,1
27815,27,Private,Retail,Female,South East,27500,UK,1080,8400,0,1,0,0
27831,27,Private,Retail,Male,North West,27700,UK,95,10600,0,1,0,1
27832,21,Unemployed,N/A,Female,London,0,UK,332,11500,0,1,0,1
27851,64,Private,Agriculture,Male,South East,13300,UK,661,10800,0,1,0,0
27854,25,Private,Agriculture,Male,South East,35000,UK,475,8600,0,1,0,1
27856,18,Public,Infrastructure,Male,West Midlands,19500,UK,488,7300,0,1,0,1
27871,23,Unemployed,N/A,Male,Scotland,0,UK,467,8800,0,1,0,1
27884,18,Private,Healthcare,Female,London,29100,UK,751,12700,0,1,0,0
27909,29,Private,Agriculture,Male,South East,34700,UK,202,11700,0,1,0,1
27915,20,Public,Military,Male,North West,23700,UK,740,8900,0,1,0,0
27962,28,Private,Retail,Female,South East,27700,UK,1018,10900,0,1,0,0
27983,32,Self-Employed,Technology,Female,London,25800,UK,605,8500,0,1,0,0
28021,40,Private,Technology,Female,North West,17600,UK,820,12400,0,1,0,0
28030,33,Private,Law,Male,South East,21400,UK,279,9200,0,1,0,1
28038,39,Private,Healthcare,Male,Wales,16000,UK,348,8700,0,1,0,1
28048,14,Private,Finance,Male,West Midlands,14300,UK,363,13000,0,1,0,1
28051,44,Private,Law,Male,London,13400,UK,390,11500,0,1,0,1
28071,65,Private,Finance,Female,London,13900,UK,282,10000,9414,1,0,1
28078,39,Public,Infrastructure,Female,North West,27400,UK,347,11600,0,1,0,1
28087,26,Private,Retail,Male,West Midlands,26100,UK,984,8300,0,1,0,0
28091,27,Private,Media,Male,North West,15600,UK,317,10700,0,1,0,1
28129,35,Volunteer,Agriculture,Male,Wales,0,UK,481,11300,0,1,0,1
28131,26,Private,Engineering,Male,South East,24100,UK,355,8900,0,1,0,1
28155,29,Private,Media,Male,North West,30000,UK,54,8700,0,1,0,1
28157,39,Private,Agriculture,Female,London,20600,UK,441,8300,0,1,0,1
28176,46,Private,Finance,Male,West Midlands,22900,UK,628,10800,0,1,0,0
28177,9,Unemployed,N/A,Female,North West,0,UK,657,8000,0,1,0,0
28180,35,Self-Employed,Education,Female,North West,25800,UK,557,8300,0,1,0,0
28189,32,Private,Engineering,Male,South East,36300,UK,555,9800,0,1,0,0
28194,32,Volunteer,Agriculture,Female,Northern Ireland,0,UK,245,13200,0,1,0,1
28197,52,Private,Law,Female,South West,15500,UK,501,8500,0,1,0,0
28208,12,Unemployed,N/A,Female,South East,0,UK,904,10500,0,1,0,0
28227,38,Private,Healthcare,Female,South East,33400,UK,553,8000,0,1,0,0
