S.No,Headline,Source,Link,Category,Timestamp
219,Trump asks Supreme Court to uphold restrictions he wants to impose on birthright citizenship,Hindu,https://www.thehindu.com/news/international/trump-asks-supreme-court-to-uphold-restrictions-he-wants-to-impose-on-birthright-citizenship/article70102246.ece,International,"Sat, 27 Sep 2025 19:25:00 +0530"
220,"U.N. General Assembly updates: India remains determined to protect its people, secure their interests, says S. Jaishankar",Hindu,https://www.thehindu.com/news/national/un-general-assembly-external-affairs-minister-s-jaishankar-live-updates-september-27-2025/article70101934.ece,International,"Sat, 27 Sep 2025 18:02:23 +0530"
221,Pakistan says defence pact with Saudi Arabia 'formalised' relationship that was 'transactional',Hindu,https://www.thehindu.com/news/international/pakistan-says-defence-pact-with-saudi-arabia-formalised-relationship-that-was-transactional/article70101805.ece,International,"Sat, 27 Sep 2025 17:20:21 +0530"
222,Denmark says new drone sightings overnight at military installations,Hindu,https://www.thehindu.com/news/international/denmark-says-new-drone-sightings-overnight-at-military-installations/article70101666.ece,International,"Sat, 27 Sep 2025 16:20:34 +0530"
223,"Airstrikes, shooting kill at least 44 people in Gaza as Israel ignores demands for ceasefire",Hindu,https://www.thehindu.com/news/international/israel-gaza-palestine-conflict-airstrike-shooting-many-killed-september-27-2025/article70101641.ece,International,"Sat, 27 Sep 2025 16:09:16 +0530"
224,Seychelles President Ramkalawan seeks second term as people vote in African tourist haven,Hindu,https://www.thehindu.com/news/international/seychelles-president-wavel-ramkalawan-seeks-second-term-as-people-vote-in-african-tourist-haven/article70101496.ece,International,"Sat, 27 Sep 2025 15:24:59 +0530"
225,‘Unacceptable’: Iran President says U.S. demanded handover of all enriched nuclear material,Hindu,https://www.thehindu.com/news/international/iran-enriched-uranium-us-trump-president-unga-sanctions/article70101540.ece,International,"Sat, 27 Sep 2025 15:15:45 +0530"
226,U.S. FAA allows Boeing's to certify Max jets for flight 6 years after fatal crashes,Hindu,https://www.thehindu.com/news/international/us-faa-allows-boeings-to-certify-max-jets-for-flight-6-years-after-fatal-crashes/article70101421.ece,International,"Sat, 27 Sep 2025 15:11:05 +0530"
227,U.S. Democratic Leader Hakeem Jeffries says Trump is marching the country into a Government shutdown,Hindu,https://www.thehindu.com/news/international/democratic-leader-hakeem-jeffries-says-trump-is-marching-the-country-into-a-government-shutdown/article70101439.ece,International,"Sat, 27 Sep 2025 14:33:44 +0530"
228,James Comey indictment escalates Donald Trump’s campaign to chill opposition,Hindu,https://www.thehindu.com/news/international/james-comey-indictment-escalates-donald-trumps-campaign-to-chill-opposition/article70101409.ece,International,"Sat, 27 Sep 2025 14:19:14 +0530"
229,Pakistan security forces kill 17 TTP militants in joint operation in Khyber Pakhtunkhwa,Hindu,https://www.thehindu.com/news/international/pakistan-security-forces-ttp-militants-joint-operation-karak-khyber-pakhtunkhwa-september-27-2025/article70101326.ece,International,"Sat, 27 Sep 2025 13:32:10 +0530"
230,South Korea’s president asks Trump to be ‘peacemaker’ with North Korea,Hindu,https://www.thehindu.com/news/international/south-koreas-president-asks-trump-to-be-peacemaker-with-north-korea/article70101021.ece,International,"Sat, 27 Sep 2025 13:05:29 +0530"
231,Trump to consider relocating 2026 FIFA World Cup matches out of ‘unsafe’ cities,Hindu,https://www.thehindu.com/news/international/trump-to-consider-relocating-2026-fifa-world-cup-matches-out-of-unsafe-cities/article70101156.ece,International,"Sat, 27 Sep 2025 12:59:55 +0530"
232,5.6-magnitude earthquake injures seven in northwest China's Gansu province,Hindu,https://www.thehindu.com/news/international/56-magnitude-earthquake-injures-seven-in-northwest-chinas-gansu-province/article70101106.ece,International,"Sat, 27 Sep 2025 12:17:22 +0530"
233,"Iran recalls Ambassadors from France, Germany and U.K. ahead of U.N. nuclear sanctions",Hindu,https://www.thehindu.com/news/international/iran-recalls-ambassadors-from-france-germany-and-uk-ahead-of-un-nuclear-sanctions/article70101146.ece,International,"Sat, 27 Sep 2025 12:11:04 +0530"
234,"Iran-backed Hezbollah in Lebanon is beginning to regroup, a year after losing its longtime leader in conflict with Israel",Hindu,https://www.thehindu.com/news/international/hezbollah-hassan-nasarallah-killing-regrouping-israel-lebanon-iran/article70101080.ece,International,"Sat, 27 Sep 2025 11:49:34 +0530"
235,Watch: Iran calls for a ‘nuclear-weapon-free zone in Middle East’ at the UN,Hindu,https://www.thehindu.com/shorts/watch-iran-calls-for-a-nuclear-weapon-free-zone-in-middle-east-at-the-un/article70101019.ece,International,"Sat, 27 Sep 2025 10:39:53 +0530"
236,Watch | India at UNGA: Pak military pleaded for ceasefire during Operation Sindoor,Hindu,https://www.thehindu.com/shorts/watch-india-at-unga-pak-military-pleaded-for-ceasefire-during-operation-sindoor/article70100992.ece,International,"Sat, 27 Sep 2025 10:22:40 +0530"
237,U.S. to revoke Colombia President Petro's visa over 'reckless' actions in New York,Hindu,https://www.thehindu.com/news/international/us-to-revoke-colombia-president-petros-visa-over-reckless-actions-in-new-york/article70100943.ece,International,"Sat, 27 Sep 2025 10:01:25 +0530"
238,Watch | ‘Least we could do for his love for peace’: Pak PM Sharif on nominating Prez Trump for Nobel Peace prize,Hindu,https://www.thehindu.com/shorts/watch-least-we-could-do-for-his-love-for-peace-pak-pm-sharif-on-nominating-prez-trump-for-nobel-peace-prize/article70100937.ece,International,"Sat, 27 Sep 2025 09:54:19 +0530"
239,Philippines death toll rises to 11 as storm Bualoi bears down on Vietnam,Hindu,https://www.thehindu.com/news/international/philippines-death-toll-rises-to-11-as-storm-bualoi-bears-down-on-vietnam/article70100905.ece,International,"Sat, 27 Sep 2025 09:52:14 +0530"
240,"U.S. House Democrats release Epstein schedules showing plans to meet Elon Musk, Peter Thiel",Hindu,https://www.thehindu.com/news/international/us-house-democrats-release-epstein-schedules-showing-plans-to-meet-elon-musk-peter-thiel/article70100857.ece,International,"Sat, 27 Sep 2025 09:08:29 +0530"
241,King Charles III to make delayed state visit to Vatican 6 months after death of Pope Francis,Hindu,https://www.thehindu.com/news/international/king-charles-iii-to-make-delayed-state-visit-to-vatican-6-months-after-death-of-pope-francis/article70100797.ece,International,"Sat, 27 Sep 2025 07:15:43 +0530"
242,"Palestine applies for BRICS membership, says envoy; China ready to welcome more ‘like-minded partners’",Hindu,https://www.thehindu.com/news/international/palestine-applies-for-brics-membership-says-envoy-china-ready-to-welcome-more-like-minded-partners/article70100786.ece,International,"Sat, 27 Sep 2025 06:56:58 +0530"
243,"Pakistani PM Shehbaz Sharif appeals for India talks in UNGA address, hails Trump role in mediation",Hindu,https://www.thehindu.com/news/international/pakistani-pm-appeals-for-india-talks-in-unga-address-hails-trump-role-in-mediation/article70099572.ece,International,"Sat, 27 Sep 2025 06:48:25 +0530"
244,"Trump says Gaza talks with Middle East countries are intense, will continue",Hindu,https://www.thehindu.com/news/international/trump-says-gaza-talks-with-middle-east-countries-are-intense-will-continue/article70099887.ece,International,"Sat, 27 Sep 2025 05:05:53 +0530"
245,Iran sanctions look set to return even as nuclear inspections resume,Hindu,https://www.thehindu.com/news/international/iran-sanctions-look-set-to-return-even-as-nuclear-inspections-resume/article70099883.ece,International,"Sat, 27 Sep 2025 04:06:12 +0530"
246,"In rare rebuke, federal officials discipline ICE officer for shoving woman in New York",Hindu,https://www.thehindu.com/news/international/in-rare-rebuke-federal-officials-discipline-ice-officer-for-shoving-woman-in-new-york/article70099879.ece,International,"Sat, 27 Sep 2025 03:47:15 +0530"
247,Ukraine says Russia drone incursion part of pressure plan against West,Hindu,https://www.thehindu.com/news/international/ukraine-says-russia-drone-incursion-part-of-pressure-plan-against-west/article70099688.ece,International,"Sat, 27 Sep 2025 03:20:00 +0530"
248,Federal agents fire chemicals as protesters try to block car at immigration site outside Chicago,Hindu,https://www.thehindu.com/news/international/federal-agents-fire-chemicals-as-protesters-try-to-block-car-at-immigration-site-outside-chicago/article70099873.ece,International,"Sat, 27 Sep 2025 03:07:04 +0530"
249,"Tehran, Moscow sign $25 billion deal to build nuclear plants in Iran",Hindu,https://www.thehindu.com/news/international/tehran-moscow-sign-25-billion-deal-to-build-nuclear-plants-in-iran/article70098214.ece,International,"Sat, 27 Sep 2025 03:00:00 +0530"
250,UN Security Council rejects Russia and China's last-ditch effort to delay sanctions on Iran,Hindu,https://www.thehindu.com/news/international/un-security-council-rejects-russia-and-chinas-last-ditch-effort-to-delay-sanctions-on-iran/article70099675.ece,International,"Sat, 27 Sep 2025 02:05:43 +0530"
251,U.S. rejects WHO non-communicable diseases declaration: Robert F. Kennedy Jr.,Hindu,https://www.thehindu.com/news/international/us-rejects-who-non-communicable-diseases-declaration-robert-f-kennedy-jr/article70098253.ece,International,"Sat, 27 Sep 2025 01:23:53 +0530"
252,"The turmoil in Kathmandu, the road ahead for Nepal",Hindu,https://www.thehindu.com/opinion/lead/the-turmoil-in-kathmandu-the-road-ahead-for-nepal/article70098948.ece,International,"Sat, 27 Sep 2025 00:16:00 +0530"
253,Bangladesh calls for urgent action to prevent ‘catastrophic’ Rohingya aid crisis,Hindu,https://www.thehindu.com/news/international/bangladesh-calls-for-urgent-action-to-prevent-catastrophic-rohingya-aid-crisis/article70099564.ece,International,"Sat, 27 Sep 2025 00:00:32 +0530"
254,U.K. court drops terror case against Kneecap rapper,Hindu,https://www.thehindu.com/news/international/uk-court-drops-terror-case-against-kneecap-rapper/article70098242.ece,International,"Fri, 26 Sep 2025 23:46:31 +0530"
255,"Watch: Delegates boo Netanyahu, walk out of chamber ahead of UNGA speech",Hindu,https://www.thehindu.com/shorts/watch-delegates-boo-netanyahu-walk-out-of-chamber-ahead-of-unga-speech/article70099332.ece,International,"Fri, 26 Sep 2025 22:11:13 +0530"
256,Watch: China claims it will cut emissions—here’s what we know,Hindu,https://www.thehindu.com/videos/watch-china-claims-it-will-cut-emissionsheres-what-we-know/article70099159.ece,International,"Fri, 26 Sep 2025 22:02:31 +0530"
257,"Watch: We hammered Houthis, Hamas, Hezbollah and Assad’s arms: Netanyahu",Hindu,https://www.thehindu.com/shorts/watch-we-hammered-houthis-hamas-hezbollah-and-assads-arms-netanyahu/article70098813.ece,International,"Fri, 26 Sep 2025 20:31:30 +0530"
258,Netanyahu says Palestinian state would be ‘national suicide’ for Israel,Hindu,https://www.thehindu.com/news/international/netanyahu-denies-gaza-genocide-in-un-address/article70098275.ece,International,"Fri, 26 Sep 2025 19:32:34 +0530"
259,"Oracle, Silver Lake part of group of investors who will own about 50% of TikTok U.S., source says",Hindu,https://www.thehindu.com/sci-tech/technology/oracle-silver-lake-part-of-group-of-investors-who-will-own-about-50-of-tiktok-us-source-says/article70098050.ece,International,"Fri, 26 Sep 2025 19:07:43 +0530"
260,U.N. adds 68 companies to blacklist for alleged complicity in rights violations in Israeli settlements,Hindu,https://www.thehindu.com/news/international/un-adds-68-companies-to-blacklist-for-alleged-complicity-in-rights-violations-in-israeli-settlements/article70097907.ece,International,"Fri, 26 Sep 2025 18:47:00 +0530"
261,UN adds companies to blacklist for alleged complicity in rights violations in Israeli settlements,Hindu,https://www.thehindu.com/news/international/un-adds-companies-to-blacklist-for-alleged-complicity-in-rights-violations-in-israeli-settlements/article70097887.ece,International,"Fri, 26 Sep 2025 18:31:16 +0530"
262,Entirely baseless: India on NATO chief's claims that Modi asked for Ukraine plan from Putin,Hindu,https://www.thehindu.com/news/national/entirely-baseless-india-on-nato-chiefs-claims-that-modi-asked-for-ukraine-plan-from-putin/article70097680.ece,International,"Fri, 26 Sep 2025 17:57:28 +0530"
263,Ukraine's military chief says Russia's 2025 offensives have failed,Hindu,https://www.thehindu.com/news/international/ukraines-military-chief-says-russias-2025-offensives-have-failed/article70097562.ece,International,"Fri, 26 Sep 2025 17:41:04 +0530"
264,Polish climber on skis makes Everest descent in first,Hindu,https://www.thehindu.com/news/international/polish-climber-on-skis-makes-everest-descent-in-first/article70097552.ece,International,"Fri, 26 Sep 2025 17:20:30 +0530"
265,"‘To deliver hope, solidarity’: Gaza aid flotilla carrying Great Thunberg set to head east from Greece despite Israeli warnings",Hindu,https://www.thehindu.com/news/international/to-deliver-hope-solidarity-gaza-aid-flotilla-carrying-great-thunberg-set-to-head-east-from-greece-despite-israeli-warnings/article70097346.ece,International,"Fri, 26 Sep 2025 17:12:38 +0530"
266,At least three dead as Tropical Storm Bualoi sweeps through Philippines,Hindu,https://www.thehindu.com/news/international/tropical-storm-bualoi-sweeps-through-philippines-casualities/article70097502.ece,International,"Fri, 26 Sep 2025 16:43:14 +0530"
267,Turkey's Erdogan hails 'meaningful progress' in his talks with Trump,Hindu,https://www.thehindu.com/news/international/turkeys-erdogan-hails-meaningful-progress-in-his-talks-with-trump/article70097387.ece,International,"Fri, 26 Sep 2025 16:40:36 +0530"
268,"Interpol busts online romance scams in Africa, 260 suspects arrested",Hindu,https://www.thehindu.com/news/international/interpol-busts-online-romance-scams-in-africa-260-suspects-arrested/article70097126.ece,International,"Fri, 26 Sep 2025 15:58:56 +0530"
269,11 of family killed in accident in Pakistan's Khyber Pakhtunkhwa,Hindu,https://www.thehindu.com/news/international/11-of-family-killed-in-accident-in-pakistans-khyber-pakhtunkhwa/article70097184.ece,International,"Fri, 26 Sep 2025 14:49:40 +0530"
270,Israel’s Benjamin Netanyahu to address U.N. as pressure mounts over Gaza war,Hindu,https://www.thehindu.com/news/international/israel-prime-minister-benjamin-netanyahu-address-at-unga/article70097141.ece,International,"Fri, 26 Sep 2025 14:24:16 +0530"
271,Turkish Airlines to expand fleet with 225 new Boeing aircraft after Tayyip Erdogan's U.S. visit,Hindu,https://www.thehindu.com/news/international/turkish-airlines-to-expand-fleet-with-225-new-boeing-aircraft-after-tayyip-erdogans-us-visit/article70096965.ece,International,"Fri, 26 Sep 2025 13:39:46 +0530"
272,"Slovenia bans Israeli Prime Minister Netanyahu from entering, citing ICC arrest warrant",Hindu,https://www.thehindu.com/news/international/slovenia-bans-israeli-prime-minister-netanyahu-from-entering-citing-icc-arrest-warrant/article70096777.ece,International,"Fri, 26 Sep 2025 12:22:25 +0530"
273,Halal concerns drive vaccine hesitancy as Indonesia fights measles outbreak,Hindu,https://www.thehindu.com/news/international/halal-concerns-drive-vaccine-hesitancy-as-indonesia-fights-measles-outbreak/article70096789.ece,International,"Fri, 26 Sep 2025 12:20:17 +0530"
274,Britain to introduce compulsory digital ID for workers,Hindu,https://www.thehindu.com/news/international/britain-to-introduce-compulsory-digital-id-for-workers/article70096809.ece,International,"Fri, 26 Sep 2025 12:18:28 +0530"
275,World leaders step up efforts behind scenes at U.N. to end war in Sudan,Hindu,https://www.thehindu.com/news/international/world-leaders-step-up-efforts-behind-scenes-at-un-to-end-war-in-sudan/article70096720.ece,International,"Fri, 26 Sep 2025 11:45:08 +0530"
276,73-year-old 'undocumented' Sikh woman deported from U.S. after 33 years,Hindu,https://www.thehindu.com/news/international/sikh-woman-us-india-deportation-undocumented-la-ice-officials-lawyer/article70096534.ece,International,"Fri, 26 Sep 2025 11:20:04 +0530"
277,Watch | Close to securing a peace deal in Gaza: Trump after meeting Erdogan in White House,Hindu,https://www.thehindu.com/shorts/watch-close-to-securing-a-peace-deal-in-gaza-trump-after-meeting-erdogan-in-white-house/article70096639.ece,International,"Fri, 26 Sep 2025 11:09:50 +0530"
278,Texas man executed for the ’exorcism’ killing of his girlfriend’s 13-month-old daughter,Hindu,https://www.thehindu.com/news/international/texas-man-executed-for-the-exorcism-killing-of-his-girlfriends-13-month-old-daughter/article70096349.ece,International,"Fri, 26 Sep 2025 10:38:00 +0530"
279,"Donald Trump’s drug tariff spares generics, but India braces for fallout",Hindu,https://www.thehindu.com/news/international/donald-trumps-drug-tariff-spares-generics-but-india-braces-for-fallout/article70096294.ece,International,"Fri, 26 Sep 2025 08:36:29 +0530"
280,The right to be cool in a sweltering Global South,Hindu,https://www.thehindu.com/sci-tech/energy-and-environment/the-right-to-be-cool-in-a-sweltering-south/article70093081.ece,International,"Fri, 26 Sep 2025 08:30:00 +0530"
281,"World Food India attracts ₹1.02 lakh crore in food processing sector by global, domestic giants",Hindu,https://www.thehindu.com/news/national/world-food-india-attracts-102-lakh-crore-in-food-processing-sector-by-global-domestic-giants/article70107725.ece,Business,"Mon, 29 Sep 2025 10:45:39 +0530"
282,Stock markets bounce back in early trade after falling sharply last week,Hindu,https://www.thehindu.com/business/markets/stock-markets-bounce-back-in-early-trade-after-falling-sharply-last-week/article70107649.ece,Business,"Mon, 29 Sep 2025 10:12:59 +0530"
283,Rupee rises 3 paise to 88.69 against U.S. dollar in early trade,Hindu,https://www.thehindu.com/business/markets/rupee-rises-3-paise-to-8869-against-us-dollar-in-early-trade/article70107632.ece,Business,"Mon, 29 Sep 2025 10:01:58 +0530"
284,Lupin to acquire Dutch ophthalmology firm VISUfarma,Hindu,https://www.thehindu.com/business/Industry/lupin-to-acquire-dutch-ophthalmology-firm-visufarma/article70107535.ece,Business,"Mon, 29 Sep 2025 08:55:02 +0530"
285,Analysing Indian States’ macro-fiscal health,Hindu,https://www.thehindu.com/business/Economy/analysing-indian-states-macro-fiscal-health/article70105107.ece,Business,"Mon, 29 Sep 2025 08:30:00 +0530"
286,The latte factor – wealth killer in disguise,Hindu,https://www.thehindu.com/business/Industry/the-latte-factor-wealth-killer-in-disguise/article70104539.ece,Business,"Mon, 29 Sep 2025 06:52:00 +0530"
287,Arbitrage funds for near-alpha return?,Hindu,https://www.thehindu.com/business/Industry/arbitrage-funds-for-near-alpha-return/article70104537.ece,Business,"Mon, 29 Sep 2025 06:28:00 +0530"
288,The new-age maternity insurance story,Hindu,https://www.thehindu.com/business/Industry/the-new-age-maternity-insurance-story/article70104533.ece,Business,"Mon, 29 Sep 2025 06:04:00 +0530"
289,‘Power tools segment likely to more than double to $3.8 billion by 2035 at CAGR of 7.8%’,Hindu,https://www.thehindu.com/business/Industry/power-tools-segment-likely-to-more-than-double-to-38-billion-by-2035-at-cagr-of-78/article70102467.ece,Business,"Sun, 28 Sep 2025 14:13:22 +0530"
290,"WeWork India to float ₹3,000-crore IPO on October 3",Hindu,https://www.thehindu.com/business/Industry/wework-india-to-float-3000-crore-ipo-on-october-3/article70104687.ece,Business,"Sun, 28 Sep 2025 12:48:12 +0530"
291,Centre permits export of 2G ethanol for fuel purposes,Hindu,https://www.thehindu.com/business/centre-permits-export-of-2g-ethanol-for-fuel-purposes/article70102743.ece,Business,"Sat, 27 Sep 2025 23:25:51 +0530"
292,Anti-dumping probe opened on TB drug ethambutol hydrochloride,Hindu,https://www.thehindu.com/business/anti-dumping-probe-opened-on-tb-drug-ethambutol-hydrochloride/article70102751.ece,Business,"Sat, 27 Sep 2025 23:25:00 +0530"
293,Aurobindo Pharma arm sets up subsidiary in Malta,Hindu,https://www.thehindu.com/business/aurobindo-pharma-arm-sets-up-subsidiary-in-malta/article70102730.ece,Business,"Sat, 27 Sep 2025 22:57:21 +0530"
294,"U.S.’s HIRE Bill may choke India’s IT, BPM, GCC sectors",Hindu,https://www.thehindu.com/business/uss-hire-bill-may-choke-indias-it-bpm-gcc-sectors/article70101354.ece,Business,"Sat, 27 Sep 2025 22:54:52 +0530"
295,Tech research accelerator asks PMO to hold ground on digital sovereignty in US trade talks,Hindu,https://www.thehindu.com/business/tech-research-accelerator-asks-pmo-to-hold-ground-on-digital-sovereignty-in-us-trade-talks/article70101924.ece,Business,"Sat, 27 Sep 2025 22:50:36 +0530"
296,INSCO completes acquisition of Hindustan National Glass & Industries under IBC process,Hindu,https://www.thehindu.com/business/insco-completes-acquisition-of-hindustan-national-glass-industries-under-ibc-process/article70101535.ece,Business,"Sat, 27 Sep 2025 22:43:06 +0530"
297,Coming soon: natural gas pipeline from Ennore to Kondapalli,Hindu,https://www.thehindu.com/business/coming-soon-natural-gas-pipeline-from-ennore-to-kondapalli/article70102904.ece,Business,"Sat, 27 Sep 2025 22:37:38 +0530"
298,U.S. FAA allows Boeing's to certify Max jets for flight 6 years after fatal crashes,Hindu,https://www.thehindu.com/news/international/us-faa-allows-boeings-to-certify-max-jets-for-flight-6-years-after-fatal-crashes/article70101421.ece,Business,"Sat, 27 Sep 2025 15:11:05 +0530"
299,HDFC Bank barred from onboarding new clients in Dubai branch by local regulator,Hindu,https://www.thehindu.com/business/Industry/hdfc-bank-barred-from-onboarding-new-clients-in-dubai-branch-by-local-regulator/article70101501.ece,Business,"Sat, 27 Sep 2025 14:55:35 +0530"
300,"MoU signed to promote Jute, new-age fibre cultivation in Nagaland",Hindu,https://www.thehindu.com/business/mou-signed-to-promote-jute-new-age-fibre-cultivation-in-nagaland/article70099367.ece,Business,"Fri, 26 Sep 2025 22:32:11 +0530"
301,"Tata Consumer Products to invest ₹2,000 crore in next 5 years, signs MoU with govt",Hindu,https://www.thehindu.com/business/tata-consumer-products-to-invest-2000-crore-in-next-5-years-signs-mou-with-govt/article70099359.ece,Business,"Fri, 26 Sep 2025 22:29:04 +0530"
302,Nifty Pharma down 2% after U.S. announces tariff on pharma,Hindu,https://www.thehindu.com/business/nifty-pharma-down-2-after-us-announces-tariff-on-pharma/article70097945.ece,Business,"Fri, 26 Sep 2025 22:25:51 +0530"
303,Bank of Baroda gets approval as Trading-Cum-Clearing Member on IIBX at GIFT City,Hindu,https://www.thehindu.com/business/bank-of-baroda-gets-approval-as-trading-cum-clearing-member-on-iibx-at-gift-city/article70098269.ece,Business,"Fri, 26 Sep 2025 22:22:22 +0530"
304,Synology unveils data protection solutions,Hindu,https://www.thehindu.com/business/synology-unveils-data-protection-solutions/article70095012.ece,Business,"Fri, 26 Sep 2025 21:14:47 +0530"
305,Automotive firm Simple Energy raises $10 million in bridge round,Hindu,https://www.thehindu.com/business/automotive-firm-simple-energy-raises-10-million-in-bridge-round/article70098282.ece,Business,"Fri, 26 Sep 2025 21:05:02 +0530"
306,GST Council did not even discuss the issue of compensating States for revenue loss: Telangana and Kerala,Hindu,https://www.thehindu.com/business/Economy/gst-council-did-not-even-discuss-the-issue-of-compensating-states-for-revenue-loss-telangana-and-kerala/article70097662.ece,Business,"Fri, 26 Sep 2025 20:56:21 +0530"
307,Coal India workers to receive ₹1.03 lakh as performance-linked rewards,Hindu,https://www.thehindu.com/business/Industry/coal-india-workers-to-receive-103-lakh-as-performance-linked-rewards/article70098423.ece,Business,"Fri, 26 Sep 2025 20:40:09 +0530"
308,"CCPA slaps ₹2 lakh fine on FirstCry for misleading ads, unfair trade practices",Hindu,https://www.thehindu.com/business/ccpa-slaps-2-lakh-fine-on-firstcry-for-misleading-ads-unfair-trade-practices/article70098338.ece,Business,"Fri, 26 Sep 2025 19:45:42 +0530"
309,"Oracle, Silver Lake part of group of investors who will own about 50% of TikTok U.S., source says",Hindu,https://www.thehindu.com/sci-tech/technology/oracle-silver-lake-part-of-group-of-investors-who-will-own-about-50-of-tiktok-us-source-says/article70098050.ece,Business,"Fri, 26 Sep 2025 19:07:43 +0530"
310,"Businesses shut down because of law, online gaming companies tell Supreme Court",Hindu,https://www.thehindu.com/news/national/businesses-shut-down-because-of-law-online-gaming-companies-tell-supreme-court/article70097376.ece,Business,"Fri, 26 Sep 2025 17:12:05 +0530"
311,"Sensex, Nifty tank nearly 1% on selling in pharma, IT shares after new Trump tariffs on drugs",Hindu,https://www.thehindu.com/business/markets/sensex-nifty-tank-nearly-1-on-selling-in-pharma-it-shares-after-new-trump-tariffs-on-drugs/article70097480.ece,Business,"Fri, 26 Sep 2025 17:01:33 +0530"
312,Rupee rises 4 paise to close at 88.72 against U.S. dollar,Hindu,https://www.thehindu.com/business/markets/rupee-rises-4-paise-to-close-at-8872-against-us-dollar/article70097461.ece,Business,"Fri, 26 Sep 2025 16:29:06 +0530"
313,Supreme Court defers Vodafone Idea plea against extra AGR demand to October 6,Hindu,https://www.thehindu.com/news/national/supreme-court-defers-vodafone-idea-plea-against-extra-agr-demand-to-october-6/article70097233.ece,Business,"Fri, 26 Sep 2025 15:40:25 +0530"
314,"Government says India held ‘constructive’ meetings in the U.S., does not reveal date of next official meeting",Hindu,https://www.thehindu.com/business/Economy/india-held-constructive-meetings-in-us-does-not-reveal-date-of-next-official-negotiation-round-government/article70097198.ece,Business,"Fri, 26 Sep 2025 14:56:22 +0530"
315,India’s compute consumption still remains low; with students having only a tiny access to computers,Hindu,https://www.thehindu.com/business/Industry/indias-compute-consumption-still-remains-low-with-students-having-only-a-tiny-access-to-computers/article70094174.ece,Business,"Fri, 26 Sep 2025 14:31:00 +0530"
316,Turkish Airlines to expand fleet with 225 new Boeing aircraft after Tayyip Erdogan's U.S. visit,Hindu,https://www.thehindu.com/news/international/turkish-airlines-to-expand-fleet-with-225-new-boeing-aircraft-after-tayyip-erdogans-us-visit/article70096965.ece,Business,"Fri, 26 Sep 2025 13:39:46 +0530"
317,"Somerville College, University of Oxford, honours Tata Sons chairman Natarajan Chandrasekaran with Foundation Fellowship",Hindu,https://www.thehindu.com/business/somerville-college-university-of-oxford-honours-tata-sons-chairman-natarajan-chandrasekaran-with-foundation-fellowship/article70094528.ece,Business,"Fri, 26 Sep 2025 12:38:19 +0530"
318,Immediate impact on Indian pharma exports unlikely: Pharmexcil chairman Namit Joshi,Hindu,https://www.thehindu.com/business/Industry/immediate-impact-on-indian-pharma-exports-unlikely-pharmexcil-chairman-namit-joshi/article70096708.ece,Business,"Fri, 26 Sep 2025 12:16:48 +0530"
319,U.S. plans 1:1 chip production rule to curb overseas reliance: Report,Hindu,https://www.thehindu.com/sci-tech/technology/us-plans-11-chip-production-rule-to-curb-overseas-reliance-report/article70096705.ece,Business,"Fri, 26 Sep 2025 12:11:09 +0530"
320,"SC upholds NCLAT nod to JSW Steel’s ₹19,700-cr resolution plan for BPSL",Hindu,https://www.thehindu.com/business/Industry/supreme-court-bhushan-power-and-steel-limited-insolvency-acquisition-jsw-verdict-sept-26-2025/article70096698.ece,Business,"Fri, 26 Sep 2025 11:42:54 +0530"
321,"CoreWeave expands OpenAI pact with new $6.5 billion contract, sees ""the quarter of diversification""",Hindu,https://www.thehindu.com/sci-tech/technology/coreweave-expands-openai-pact-with-new-65-billion-contract-sees-the-quarter-of-diversification/article70096276.ece,Business,"Fri, 26 Sep 2025 11:20:48 +0530"
322,"Rupee recovers from all-time low, rises 6 paise to 88.70 against U.S. dollar",Hindu,https://www.thehindu.com/business/markets/rupee-recovers-from-all-time-low-rises-6-paise-to-8870-against-us-dollar/article70096441.ece,Business,"Fri, 26 Sep 2025 10:20:21 +0530"
323,Elon Musk's xAI to provide Grok chatbot to U.S. federal agencies,Hindu,https://www.thehindu.com/sci-tech/technology/elon-musks-xai-to-provide-grok-chatbot-to-us-federal-agencies/article70096281.ece,Business,"Fri, 26 Sep 2025 10:17:07 +0530"
324,"Equity markets trade lower dragged by pharma stocks, relentless foreign fund outflows",Hindu,https://www.thehindu.com/business/markets/equity-markets-trade-lower-dragged-by-pharma-stocks-relentless-foreign-fund-outflows/article70096444.ece,Business,"Fri, 26 Sep 2025 10:13:44 +0530"
325,U.S. judge preliminarily approves $1.5 billion Anthropic copyright settlement,Hindu,https://www.thehindu.com/sci-tech/technology/us-judge-preliminarily-approves-15-billion-anthropic-copyright-settlement/article70096260.ece,Business,"Fri, 26 Sep 2025 09:41:01 +0530"
326,"Doubling capacity at Mumbai terminal boosts efficiency, faster vessel turnaround, says PSA India",Hindu,https://www.thehindu.com/business/doubling-capacity-at-mumbai-terminal-boosts-efficiency-faster-vessel-turnaround-says-psa-india/article70094802.ece,Business,"Fri, 26 Sep 2025 09:00:00 +0530"
327,Amazon to pay $2.5 billion to settle Prime deception allegations,Hindu,https://www.thehindu.com/sci-tech/technology/amazon-to-pay-25-billion-to-settle-prime-deception-allegations/article70096270.ece,Business,"Fri, 26 Sep 2025 08:53:21 +0530"
